	k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Coriobacteriaceae_noname	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Slackia	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Acidaminococcus	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Serratia	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__T4likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__T5likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Tunalikevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Inoviridae|g__Inovirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Polyomaviridae|g__Polyomavirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Retroviridae_noname	label
G80276	0.0	0.0	0.0	0.0	1.90117	0.0	0.0	5.35078	0.0	1.77518	0.0	0.0	0.03416	0.30196	0.07459	0.0	0.28265	0.41953999999999997	5.87004	0.0	0.20933000000000002	0.0	0.0	0.0	0.0	0.15696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80560	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78599	0.0	0.0	0.0	0.0	0.0	0.0	6.956189999999999	7.18992	0.0	1.55459	0.0	0.0	0.0137	0.0013	0.0435	0.0070599999999999994	0.16171	0.27854	0.35871	0.04336	0.06596	0.00787	0.0	0.0	0.0	0.0	0.0	1.00511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78719	0.0	0.0	0.0	0.0	0.00392	0.0	0.6764899999999999	0.9064	0.0	1.70185	0.0	0.0	0.0	0.01403	0.15693	0.0	0.38649	0.61558	0.6691	0.01867	0.01464	0.028789999999999996	0.0	0.0	0.0	0.0	0.0	0.3867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78832	0.0	0.0	0.0	0.0	1.11058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025830000000000002	1.96403	0.0	0.8516100000000001	0.87059	0.38950999999999997	0.17737999999999998	0.14084000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78720	0.0	0.0	0.0	0.0	0.37765	0.0	0.15178	1.59123	0.0	2.23754	0.0	0.0	0.10907	0.02429	0.88397	0.0	0.8587799999999999	2.84945	0.42238000000000003	0.06745	0.1862	0.15555	0.0	0.0	0.0	0.0	0.0	0.0	0.04263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80567	0.0	0.0	0.0	0.0	0.13051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33132	0.014969999999999999	0.0	0.18753	0.0	0.0	0.0	0.0	0.0	0.50275	0.0	0.0	0.00116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G69173	0.0	0.0	0.0	0.0	0.25795999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11688	0.0	0.0	0.51708	0.0	0.0905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G69174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01816	0.0	0.0	0.55588	0.0	1.71347	0.0	0.0	0.0	0.0	0.0	0.5300699999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G69225	0.0	0.0	0.0	0.0	0.0181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36634	0.0	3.97548	2.51865	0.0	0.03386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78798	0.0	0.0	0.0	0.0	0.07646	0.0	0.0	0.0	0.04567	0.79623	0.0	0.0	0.0	0.0	0.91276	0.0	0.7623	0.10066	0.0	0.0	0.047139999999999994	0.0	0.03587	0.0	0.0	0.0	0.0	0.00806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78799	0.0	0.00969	0.0	0.0	0.13902	0.0	0.0	0.00503	0.0	0.01855	0.0	0.0	0.0	0.0	1.66324	0.0	2.06311	0.32402	0.0	0.39432	0.0	0.0	0.0543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78810	0.0	0.0	0.0	0.0	0.29114	0.0	0.0	0.0	0.0	0.02072	0.0	0.0	0.0	0.0	2.86743	0.0	3.17125	0.55766	0.0	0.0616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80150	0.0	0.0	0.02164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3837700000000002	0.0	2.95547	4.95826	0.0	0.0	0.0	0.043769999999999996	1.2496	0.21256	0.17299	0.76723	0.14322000000000001	0.11267	0.0	0.0	0.0	0.0	0.0	0.0	1.74826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78540	0.0	0.0	0.0	0.0	0.09967999999999999	0.0	0.0	0.17852	0.0	0.0	0.0	0.0	0.0	0.0	0.01784	0.04205	0.043039999999999995	0.11540999999999998	0.07109	0.0	0.0	0.0	0.0	0.0	0.0	0.00281	0.11238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11492999999999999	0
G80323	0.0	0.0	0.02495	0.0	0.0666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01614	0.08746	0.048889999999999996	0.0	0.05732999999999999	0.22224000000000002	0.20209000000000002	0.01846	0.02229	0.0	0.0	0.0	0.0	0.0	0.0	0.40758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10176	0
G80510	0.0	0.0	0.0	0.0	0.010159999999999999	0.0	0.0	0.023030000000000002	0.0	0.26248	0.11091	0.0	0.0	0.01188	0.04722	5.09537	1.09618	0.6279899999999999	0.27102	0.8195	0.03138	0.0	0.0	0.02932	0.0	0.0	0.0	0.011559999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.80912	0.0	0.0	0.0	0.0	0.0	0.0	0.01772	0.0	0.0	0.72415	0.0	0.09894	0.0	0.0	0.0	0.0	0.0	3.60402	0.0	0.70828	0.0	0.0	0.0038299999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.44985	0.0	0.0	0.0	0.0	0.0	0.0	0.2599	0.0	0.0	0.28965	0.0	0.15342999999999998	0.17532999999999999	0.0	0.0	0.0	0.0	0.90965	0.0	0.47531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80343	0.0	0.0	0.0	0.0	0.032060000000000005	0.0	1.16472	4.26452	0.32205	2.17239	0.0	0.0	0.00237	0.07543	0.03151	0.08054	0.00619	0.6137	4.49258	0.04387	0.04663	0.06907999999999999	0.0	0.0	0.0	0.36127	0.0	0.6918300000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80509	0.0	0.0	0.0	0.0	0.06811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18009	0.0	0.0	0.0	0.0	0.0	0.24178000000000002	0.0	0.0	0.0	0.0	0.0	0
G78602	0.0	0.0	0.0	0.0	0.06548999999999999	0.0	0.0	4.21393	0.0	0.0	0.0	0.0	0.015569999999999999	0.049010000000000005	0.016819999999999998	0.13153	0.27689	1.6978900000000001	0.0	0.17327	0.0	0.08167	0.0	0.0	0.0	0.0	0.010409999999999999	0.1749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0069	0.0	0.0	0.03547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024069999999999998	0.0	0.01491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06608	0
G78614	0.0	0.0	0.0	0.0	0.0	0.0	0.10535	0.42043	0.0	1.9156400000000002	0.5061399999999999	0.0	0.0	0.0	0.0752	0.13981	0.11767000000000001	0.09052	0.0	0.05177999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.69661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78806	0.0	0.0	0.0	0.0	0.39136	0.0	0.0	0.0	0.0	0.01771	0.0	0.0	0.015369999999999998	0.41843	0.0	0.0	0.08657999999999999	1.0751899999999999	0.23285	0.15208	0.0	0.19569	0.0	0.0	0.0	0.0	0.17663	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78574	0.0	0.0	0.0	0.0	0.09291	0.0	0.0	0.0	0.0	0.019280000000000002	0.0	0.0	0.01035	0.08242000000000001	0.07992	0.0	0.03946	1.08922	0.12822	0.18558	0.10099999999999999	0.0	0.0	0.0	0.0	0.0	0.09418	0.4123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78573	0.0	0.0	0.0	0.0	0.08202000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0116	0.011000000000000001	0.05699	0.0	0.2103	1.36174	0.0	0.26331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80375	0.0	0.0	0.0	0.0	0.0034100000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027339999999999996	0.40710999999999997	0.0	0.0	0.0	0.05825	0.96586	0.00589	0.0	0.0	0.0	0.0	0.0	0.11578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78625	0.0	0.0	0.0	0.0	0.69696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044430000000000004	0.0174	0.34351	0.37135999999999997	0.0	0.25123	0.02242	1.33479	0.0	1.05177	0.0	0.0	0.0	0.0114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78688	0.0	0.0	0.0	0.0	0.05172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02302	0.0	0.0	0.0	0.0	0.00875	0.0	0.38061999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16480999999999998	0.0	0.051089999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021230000000000002	0
G69216	0.0	0.0	0.0	0.0	0.06269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00425	0.10903	1.04672	0.3105	0.26548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78777	0.0	0.0	0.0	0.0	0.29754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01184	0.007890000000000001	0.046830000000000004	0.45791000000000004	0.7058	1.31156	0.0036	0.12389000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00535	0.00995	0.0015300000000000001	0.043989999999999994	0.11419000000000001	1.86802	0.44123	0.03329	0.0	0.04517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78492	0.0	0.0	0.0	0.0	0.70825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2397400000000003	0.0	0.46807	2.37562	0.0	0.0	0.033319999999999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G69202	0.0	0.03669	0.0	0.0	0.22828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00344	0.0	0.0	0.0	0.039689999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.11796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G69208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78693	0.0	0.0	0.0	0.0	0.00322	0.0	0.0	3.10663	0.0	0.0	0.0	0.0	0.0	0.05226	0.45503000000000005	0.52178	0.12185	1.3247	0.40226	0.02899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80396	0.0	0.0	0.0	0.0	0.03486	0.0	0.0	3.5643	0.0	0.0	0.0	0.0	0.0	0.05256	0.11059000000000001	1.68288	0.19394	0.39105	0.03302	0.02578	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G80569	0.0	0.00533	0.0	0.0	0.14776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1
G78805	0.0	0.0	0.0	0.0	0.27946	0.0	0.0	3.0190099999999997	0.0	1.5273299999999999	0.0	0.0	0.0057799999999999995	0.02178	0.15461	0.0	0.01414	0.1451	0.8165100000000001	0.11082	0.05417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78715	0.0	0.0	0.0	0.0	0.23553000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06716	0.0	0.02561	2.39865	0.0	0.11756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00673	0.00645	0.0	0.017419999999999998	1.30062	0.0	0.042319999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02326	0.0	0.07047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80266	0.0	0.0	0.0	0.0	0.39011	0.00446	0.0	0.0	0.0	0.0	0.0	0.0	0.14434	0.9803200000000001	0.0	0.0	0.0	0.34836	0.0	0.06667999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88381	0.0	0.43618999999999997	0.0	0.0	1.2455399999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07918	0.0	0.0	0.0	0.0	0.0	0.12755	0.0	0.0	0.0	0.0	0
G78686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08102999999999999	0.00772	0.0	0.95478	2.34782	0.0	0.09032000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.01883	0.0	0.01566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80373	0.0	0.0	0.0	0.0	0.1482	0.0	0.0	0.0	0.0	0.0	3.26404	0.0	0.016030000000000003	0.0	0.17613	0.18513	0.39315	0.59467	2.44117	0.039389999999999994	0.04144	0.053989999999999996	0.0	0.0	0.0	0.0	0.0	0.41222	0.0	0.0	0.026489999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78886	0.0	0.0	0.0	0.0	0.12440999999999999	0.0	0.0	0.0	0.0	0.0	0.21306999999999998	0.0	0.0	0.0	1.01031	0.09031	0.07719	1.11248	0.5194	0.0	0.07719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80588	0.0	0.0	0.0	0.0	0.02694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08467000000000001	0.0	0.0	0.0	0.0	6.6641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80416	0.0	0.0	0.0	0.0	0.15085	0.0	0.17604	3.01992	0.0	0.5121899999999999	1.03674	0.0	0.01516	0.059879999999999996	0.62953	0.26055	0.06085	0.52812	7.714060000000001	0.01064	0.03901	0.08367999999999999	0.0	0.0	0.0	0.0	0.27219	0.28344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80432	0.0	0.0	0.0	0.0	0.40246	0.0	0.0	4.33246	0.0	4.24739	0.0	0.0	0.0	0.0	0.14261	1.25306	0.1726	0.33703	0.10645999999999999	0.04659	0.0	0.0	0.0	0.0	0.0	0.00043	0.00484	0.75334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80379	0.0	0.0	0.0	0.0	0.029939999999999998	0.0	0.0	0.0	0.0	2.8460400000000003	0.0	0.0	0.006959999999999999	0.23642	0.06179	0.0118	0.01067	0.23083	2.40073	0.00251	0.0301	0.0	0.0	0.0	0.0	0.00041	0.0	1.56666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78675	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19562000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02977	0.0	0.0	0.01995	0.0	0.5324300000000001	0.0	0.0	0.0	0.0	0.0	1.79856	0.0	0.23133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7155	0.0	0.0	0.11519000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G78774	0.0	0.0	0.0	0.0	0.01172	0.0	0.0	0.1127	0.0	0.0	0.0	0.0	0.0	0.007209999999999999	0.53522	0.0	0.0	0.75773	0.06702999999999999	0.1005	0.07032999999999999	0.13248	0.0	0.0	0.0	0.0	0.12509	0.44287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80554	0.0	0.0	0.031010000000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02171	0.02889	0.0	0.007540000000000001	0.79498	0.0	0.55071	0.02246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054220000000000004	0
G80561	0.0	0.0	0.0	0.0	0.01656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03721	0.0	0.0	0.29536	0.76181	0.0	0.12484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00502	0.01047	0.0	0.0	4.38618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03538	0.0	0.0	0.0	0.00229	0.3142	0.08352000000000001	0.053520000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013309999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G80521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0987299999999998	0.0	0.0	0.0	0.00496	0.13899	0.0	0.09579	0.1367	0.24695999999999999	0.07859	0.05536	0.0	0.0	0.0	0.0	0.0	0.02129	0.03368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
G69153	0.0	0.0	0.03221	0.0	0.0	0.0	0.20524	6.27009	0.0	1.02168	0.0	0.0	0.0	0.02502	0.18253	0.0	0.22435	0.5594899999999999	0.38075	0.0	0.04224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
