	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterellaceae_unclassified	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Raoultella	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Myoviridae|g__T4likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Podoviridae|g__Podoviridae_noname	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__C2likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__T5likevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Tunalikevirus	k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Adenoviridae|g__Mastadenovirus
G80456	0.0	5.81555	0.0	0.0	0.0	0.0	0.0	0.0	0.33376999999999996	0.30805	0.03302	0.0	0.0	0.0	21.23818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.631260000000001	0.0	0.0	0.0	0.05405	0.0	0.25791	0.0	0.40356	0.0	0.0	0.0	3.72911	0.0	0.0	0.0	0.0	0.0
G78677	0.0	0.0	0.0	0.0	0.10524000000000001	0.0	0.01955	0.08821	0.0	0.61045	0.37646999999999997	0.00164	0.0	0.0	0.01926	0.0	0.0	0.0	0.01055	0.0	0.009909999999999999	0.0	0.0	0.0	0.0	0.0	0.00705	0.0	0.0	0.0	0.0	0.0	0.03685	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78872	0.0	0.0	0.0	0.0	3.06372	0.0	0.0	0.0	0.21085	0.34715	0.04125	1.29255	0.12417	0.0	0.03662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015380000000000001	0.0	0.0	0.0	0.12762	0.0	0.04666	0.0	0.0	0.0	0.0	0.0	0.5464899999999999	0.00267	0.0	0.0	0.0	0.0
G80335	0.0	0.0	5.78722	1.0879299999999998	0.0	0.0	0.0	22.08183	0.0	0.0	0.0	2.1057200000000003	14.40546	0.0	3.5582599999999998	0.01818	0.1519	0.23823000000000003	1.68524	0.1128	10.8902	1.25491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0685	0.0	0.0	0.012819999999999998	0.63421	0.0	0.0	0.0
G78768	0.0	0.0	0.0	0.0	1.26271	0.0	0.0	15.281820000000002	0.0	0.0	0.0	0.06527999999999999	2.44182	0.0	0.28359	0.0	1.61204	0.60782	3.18765	0.33154	4.08622	0.6350399999999999	0.0	0.0	0.0	0.029710000000000004	0.06005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80352	0.0	0.0	0.0	0.0	0.0	0.0	0.00022999999999999998	43.05315	0.0	0.0	0.01871	7.1372100000000005	16.56113	0.14632	2.4567799999999997	0.0	0.0	0.25294	5.4058	2.58185	10.67455	1.07536	0.5169	0.0	1.00062	0.0	0.05246	0.0	0.04852	0.0	0.0	0.0	0.0	0.0	0.0	0.02281	0.0	0.0	0.0	0.0
G80314	0.0	0.0	2.05945	0.0	9.12321	0.0	0.0	11.0998	0.00403	0.0	0.024390000000000002	1.1807299999999998	1.1464299999999998	0.00151	0.91384	0.0	0.0	1.23844	1.22915	0.65622	4.55005	0.0	0.24653000000000003	0.0	1.10873	0.0	0.15529	0.0	0.0	0.0	0.0	0.0	0.488	0.0	0.0	0.33609	0.0	0.0	0.0	0.0
G80296	0.0	0.11862	0.0	0.0	0.0032700000000000003	0.0	0.00975	0.0037	0.0	0.08284	0.42700000000000005	0.5371100000000001	4.56197	0.03077	0.46448	0.0	0.0	1.3153700000000002	5.75755	0.63518	6.69827	0.77967	0.03755	0.0	1.73003	0.0	0.03915	0.0	0.02278	0.0	0.0	0.0	22.70319	0.0	0.0	0.01771	0.0	0.0	0.0	0.0
G80288	0.0	0.010920000000000001	0.0	0.0	1.30564	17.16822	0.0	4.37124	0.0	0.0	0.0	0.02139	0.39876999999999996	0.01644	0.18868	0.0	0.033460000000000004	0.11334000000000001	0.5461699999999999	1.08717	0.67523	0.49622	0.02102	0.0	0.23769	0.0	0.18905	0.0	0.0	0.02565	0.33376999999999996	0.0	5.85037	0.0	0.0	0.027939999999999996	0.0	0.0	0.0	0.0
G78769	0.0	0.0	0.0	0.0	3.59124	0.0	0.0	8.29123	0.0	0.0	0.0	0.49791	1.94108	0.03751	0.15695	0.0	0.0	0.04688	0.20195	0.48027	1.48356	0.30179	0.07400000000000001	0.0	0.0	0.0	0.17188	0.0	0.0	0.0	0.0	0.0	0.5343	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80347	0.0	0.87513	0.0	0.0	0.43249	0.0	0.0	0.21033000000000002	0.027760000000000003	0.0	0.27382	0.2171	25.60923	0.50713	4.27908	0.0	0.56711	2.01582	4.57134	0.14012	10.93971	6.0850599999999995	0.0	0.0	0.004370000000000001	0.0	1.00835	0.0	0.0	0.0	0.0	0.0	8.98658	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80283	0.0	0.0	0.0	0.0	1.92068	0.0	0.0	4.11121	0.0	0.0	0.12097999999999999	1.7226400000000002	1.1245399999999999	0.06437000000000001	1.6412200000000001	0.0	0.06625	0.41993	1.62162	2.1974	4.25798	4.5297	0.07389	0.0	0.0	0.0	0.2177	0.0	0.0	0.0	0.0	0.0	10.65201	0.0	0.0	1.67639	0.14687	0.0	0.0	0.0
G78838	0.0	0.0	0.0	0.0	2.61643	0.0	0.0	0.0	0.00106	0.0	0.03833	1.73438	0.10615	0.03197	0.9638399999999999	0.02062	0.0	0.22571	29.96831	0.0	2.23868	0.0	0.56724	0.0	3.34164	0.0	0.1764	0.0	0.0	0.0	0.0	0.0	0.03255	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80297	0.0	0.0	0.0	1.3322399999999999	6.49244	0.0	0.0	1.98187	0.0	0.08482999999999999	0.15679	0.26996	2.82551	0.08694	0.8248	0.0	0.07555	0.34241	0.68737	0.31128	4.9984	1.2938399999999999	0.11457	0.0	0.13774	0.0	0.14169	0.03777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4608	6.2684	0.0	0.0	0.0
G78807	0.0	0.0	0.0	0.0	0.0	0.0	0.00299	2.81237	0.0	0.0	0.0	1.40445	3.3197300000000003	0.00812	0.43208	0.0	0.0	0.59137	1.40091	0.92574	2.06027	2.40395	0.16266	0.0	4.24599	0.0	0.31689	0.19494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80575	0.0	0.0	0.0	0.0	0.053529999999999994	0.0	0.029580000000000002	0.0	0.8830399999999999	0.27288	1.25528	0.0	0.0	0.0	0.01212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.0	0.0	0.0	0.15899000000000002	0.0	0.0	0.0	0.03853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009729999999999999
G78828	0.0	0.07188	0.0	0.0	0.0	0.0	0.0	0.0	0.40325	0.0	0.28694000000000003	0.20043	0.18652	0.09462000000000001	9.32036	0.0	0.03313	0.87031	2.36647	0.00119	2.47743	0.0	0.007540000000000001	0.7246100000000001	0.0	0.0	0.19752999999999998	0.0	0.0	0.029689999999999998	25.63653	0.0	0.03609	0.0	0.0	24.56625	0.0	0.0	0.0	0.22228
G80411	0.0	1.60815	1.72449	0.0	0.39862	0.0	0.0	8.88305	0.056139999999999995	0.0	0.19333	0.47985	1.0802100000000001	0.0178	1.20985	0.0	0.45056	0.11829	3.77532	0.05127999999999999	1.01698	0.6298699999999999	0.0	0.38656	0.0	0.0	0.0	0.0	0.0	0.0	0.18753	0.0	0.0	0.0	0.0	1.17756	0.0	0.0	0.0	0.0
G80516	0.01882	0.00144	0.0	0.0	0.0	0.0	0.05637	0.0	0.0	0.20715999999999998	1.1173899999999999	0.0	0.0	0.0	0.16066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017	0.0	0.21694000000000002	0.00457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G69162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4969299999999999	0.016630000000000002	0.01711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.55979	0.0	0.0	0.0
G69161	0.00345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.72525	2.12245	0.16141	0.0	0.0	0.0	0.00197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02968	0.0	0.0	0.0	0.0010400000000000001	0.0	0.0	0.0	0.42196999999999996	0.00164	0.0	0.0	0.0	0.0
G69163	0.0	14.91855	0.0	0.0	0.0	0.0	1.63537	0.0	8.23215	0.07327	0.18268	8.87748	0.58168	0.18557	0.00469	0.0	0.0	0.06138	0.048139999999999995	0.2419	1.65065	12.421610000000001	8.531889999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.41174	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80545	0.0	0.0	0.0	0.0	0.0030600000000000002	0.0	0.00323	0.0	0.0	0.12124000000000001	0.02386	3.73616	4.93922	0.71333	4.39531	0.0	0.0	0.9351200000000001	0.8251	0.5686399999999999	0.39441	12.41175	0.15349000000000002	0.0	1.18334	0.0	0.03213	0.1284	0.0	0.11358	0.36962	0.0	2.80693	0.0	0.0	0.04437	0.0	0.0	0.0	0.0
G80437	0.0	0.0	0.0	0.0	4.98313	0.0	0.0	7.119269999999999	0.0	0.0	0.13807	2.30463	0.59513	0.02259	1.14381	0.0	0.0	1.25701	3.6549400000000003	0.39482	8.6313	10.20008	0.36763	0.0	1.94177	0.0	0.06616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.26562	0.0	0.0	0.0	0.0
G78835	0.0	0.0	5.53103	0.0	3.72022	2.6218	0.0	10.854239999999999	0.0	0.0	0.02247	0.98313	2.63235	0.00801	0.254	0.0	0.0	0.52271	0.6423	2.03234	3.66411	3.60786	0.0	0.0	2.24249	0.0	0.01544	0.0	0.0	0.0	0.0	0.0	0.61249	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78740	0.0	0.0	0.0	0.0	0.0	0.0	0.0046	0.00098	0.031760000000000004	0.07707	0.41981	1.2856299999999998	11.4846	0.13782	2.7539700000000003	0.014509999999999999	0.08395	0.39473	16.893720000000002	2.39834	0.010329999999999999	4.41239	0.35088	0.0	0.00033	0.0	7.22393	0.0	0.0	0.00475	0.0204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78741	0.0	0.0	0.0	0.25513	0.0	0.0	0.0	0.0	1.68822	0.0	0.12429000000000001	1.7613400000000001	18.36175	0.10255	3.63939	3.0136700000000003	0.09523	0.9260799999999999	5.27881	0.18775	3.9533400000000003	8.826369999999999	1.7564099999999998	0.0	0.0	0.0	0.02232	0.0	0.0	0.0	0.0	0.0	12.74137	0.0	0.0	0.23771	0.0	0.0	0.0	0.0
G80271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016390000000000002	0.024380000000000002	3.2974099999999997	0.0062	0.0	19.845029999999998	0.0	0.0	0.17475	6.15428	0.0	41.21371	0.01353	0.99477	0.0	0.0	0.0	8.46062	0.0	0.0	0.0	0.25713	0.0	0.00073	0.0	0.0	0.027180000000000003	0.0	0.0	0.0	0.0
G69182	0.0	0.0	0.0	1.40723	0.0	0.0	0.0	0.0	0.029930000000000002	0.0	0.13757	0.11949000000000001	4.7438199999999995	0.02707	0.35036999999999996	0.0	0.02648	0.43485	10.72868	2.2805400000000002	16.71405	2.01855	0.01976	0.0	3.36496	0.0	0.24944000000000002	0.0	0.0	0.0	0.0	0.0	2.8881900000000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00199	0.09125	0.0	0.01787	1.27864	22.4822	0.25182	13.19989	0.0	0.0	1.9688599999999998	3.40386	0.0	0.013730000000000001	14.660470000000002	4.22543	0.0	0.0	0.0	0.26941	0.0	0.0	0.0	0.01107	0.0	2.08831	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80290	0.0	0.0	0.0	1.20454	0.0	0.0	0.0	0.0	0.0016699999999999998	0.0	0.0	0.12997	6.0711	0.0086	0.43675	0.0	0.0262	0.36333000000000004	4.82947	6.02754	4.18699	1.3655899999999999	0.04766	0.0	2.83714	0.0	0.11735	0.0	0.0	0.0	0.0	0.0	3.36125	0.0	0.0	0.048260000000000004	0.24101999999999998	0.0	0.0	0.0
G78572	0.0	0.0	0.0	0.0	0.0	0.0	0.0009699999999999999	0.00137	0.00564	0.50873	0.04622	0.38671	35.350190000000005	0.9226200000000001	3.7418	0.0	0.0	0.33989	9.04604	0.0	0.0	11.77935	0.87771	0.0	0.0	0.0	0.5283399999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G69199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1693	0.65445	44.83442	0.0	0.33701	13.59689	0.0	0.0	0.91961	10.381089999999999	0.0	0.00806	0.0	3.34755	0.0	0.0	0.0	0.70331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16533	3.00277	0.0	0.0	0.0
G80363	0.0	0.6992	0.0	0.11497	0.0	0.0	0.0	0.32035	0.0	0.0	0.0	8.68303	0.0	0.62102	0.48263999999999996	0.0	0.1447	0.01193	1.7831	0.0	13.7683	0.71709	0.16557	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.13721	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80577	0.0	0.0	0.0	0.0	0.00614	0.0	0.0	0.0	7.19605	8.08211	0.00057	0.0	0.0	0.0	0.9117799999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8366	0.0	0.00634	0.0	0.94915	0.0	0.0	0.0	0.0	0.0	0.28404	0.0	0.0	0.0
G69157	0.0	3.4375	0.29574	0.16704000000000002	0.0027199999999999998	0.0	0.0	0.18955999999999998	10.09942	9.21767	0.33428	0.01681	0.73402	0.03244	0.47997	0.0	0.016819999999999998	0.058620000000000005	0.21884	0.08653999999999999	1.7058400000000002	2.83705	0.03045	0.0	0.20542	0.0	0.00925	0.0	0.0	0.0	0.0	0.0217	0.34396	0.0	0.0	0.01835	0.0	0.0	0.0	0.0
G78841	0.0	0.10305999999999998	0.0	0.0	0.0	0.0	0.0	0.0207	0.01325	2.86252	0.11487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014759999999999999	0.0	0.0	0.25005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25563	0.0	0.0	0.00022	0.0	0.0	0.05997	95.12252	0.0129	0.0	0.0
G78783	0.0	0.0	0.0	0.0	0.09158	0.0	0.0	0.0	0.0187	0.00718	0.10099	0.0	0.0	0.0	0.05649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25792	0.0	0.0	0.0	0.12489000000000001	0.0	0.0	0.0	0.0	0.0028	0.0	0.0	0.0	0.0
G78784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17081	0.0	0.0	0.0124	0.0	0.0	0.0	0.0	0.0	0.0	0.036160000000000005	0.0	0.0	0.0
G69204	0.0	0.42923	0.0	0.91235	0.0	0.0	0.0	1.75345	0.0	0.0	0.015880000000000002	0.23331	0.55093	0.06636	3.69835	0.0	0.014480000000000002	0.14574	1.66727	0.0	12.32408	2.63461	0.0105	0.0	1.4639799999999998	0.0	0.24879	0.0	0.23219	0.00228	0.0	0.0	0.58608	0.0	0.0	0.14459	0.0	0.0	0.0	0.0
G80293	0.0	0.72131	1.70502	0.8220299999999999	0.0	0.0	0.0	0.81361	0.0	0.0	0.12630999999999998	0.12971	7.574210000000001	0.07234	0.49423999999999996	0.0	0.18912	0.19935999999999998	0.3815	1.53931	20.16294	3.16336	0.0129	0.0	0.36927	0.0	0.10008	0.0	0.0	0.0	0.0	0.0	1.82782	0.0	0.0	0.0053	0.0	0.0	0.0	0.0
G80624	0.0	0.0	0.26882	0.0	0.23619	0.0	0.0	0.01459	0.45881000000000005	0.20478	0.08133	0.03302	0.00202	0.0015400000000000001	0.41073999999999994	0.0	0.0012	0.01378	0.00903	0.0	0.05297	0.0	0.06197999999999999	0.0	0.04784	0.0	0.00458	0.0	0.0	0.0	0.19443	0.0	91.42324	0.0	0.0	0.044410000000000005	0.1468	0.0	0.0	0.0
G80584	0.0	0.20221	0.0	0.00897	0.08158	0.0	0.0	0.0	0.0	0.0	0.0	0.10834	0.0	0.2455	0.5536300000000001	0.0099	0.0	0.04648	2.02853	2.63405	0.00389	0.0	0.06196	0.0	0.0	0.0	1.1944299999999999	0.0	0.0	0.0	0.03784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34862
G78833	0.0	2.22145	0.0	0.0	3.8414900000000003	0.0	0.03159	0.0	0.0	0.0	0.0	1.4183	0.0	0.00868	2.24024	0.0	0.0	0.17104	0.35039000000000003	4.81665	3.35169	0.0	0.34874	0.0	0.0	0.29131	0.91022	0.0	0.00359	0.0	0.0	0.0	0.02814	0.0	0.0	0.0	0.0	0.0	0.0	0.00405
G78609	0.0	0.05923	0.0	0.0	13.691239999999999	1.252	0.00598	0.01055	0.0	0.0	0.41207	0.6422800000000001	0.00836	0.01259	0.99544	0.0	0.0	0.25499	2.78113	0.86918	4.83867	2.20823	0.23313000000000003	0.0	0.63279	0.33945	2.68893	0.9123600000000001	0.0	0.0	0.0	0.0	24.03877	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78581	0.0	0.22163000000000002	0.0	2.21276	19.18224	1.58515	0.0037799999999999995	6.179869999999999	0.0	0.15524000000000002	1.63435	0.11282	1.3960299999999999	0.023809999999999998	0.7673800000000001	0.0	0.0	0.31651	8.39813	0.38639	4.65321	4.01622	0.014159999999999999	0.0	3.83145	0.47121	1.5746	0.0	0.0	0.0	0.0	0.0	0.60726	0.0	0.0	0.04568	0.0	0.0	0.0	0.0
G78610	0.0	0.8801200000000001	0.0	0.0	17.67136	2.32249	0.01425	0.0	0.0	0.01817	0.11302999999999999	1.32942	0.00196	0.23451999999999998	1.09512	0.0	0.0	0.01013	0.24941999999999998	1.8922599999999998	0.013219999999999999	0.0	0.2088	0.0	0.06642	3.2119400000000002	0.08721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07726	0.59548	0.0	0.0	0.0
G78804	0.0	0.5617	3.70129	0.0	7.44428	0.0	0.0	3.4384	0.0	0.0	0.0	2.39412	4.3623	0.02922	0.82299	0.0	0.0	0.1054	1.61899	0.0	5.701919999999999	2.93512	0.0	0.0	0.0	0.0	0.05439	0.0	0.01265	0.0	0.0	0.0	0.0	0.0	0.0	0.08474	0.0	0.0	0.0	0.0
G80424	0.0	0.59943	1.3784399999999999	0.0	4.72754	0.0	0.0	3.08202	0.0	0.0	0.00447	1.51052	7.946110000000001	0.033	0.12767	0.0	0.0	0.07376	1.68735	0.0	5.73945	3.54084	0.03475	0.0	0.0	0.0	0.040889999999999996	0.0	0.0	0.0	0.0	0.0	0.71599	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78580	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.43954	0.038169999999999996	0.0	0.025810000000000003	5.3367	0.0	0.87797	8.41801	0.0	0.0	1.3751200000000001	1.05992	0.0	20.77816	0.0	1.45268	0.0	0.0	0.0	1.97425	0.0	0.022340000000000002	0.0	0.0	0.0	1.9002400000000002	0.0	0.0	0.0	4.79935	0.0	0.0	0.0
G80514	0.01188	0.0	0.0	0.0	0.012819999999999998	0.0	0.050769999999999996	0.0	0.042589999999999996	0.0	0.35677	0.07456	0.0	0.0	0.03383	0.0	0.0	0.0	0.0	0.0	0.00045	0.0	0.0	0.0	0.0	0.0	1.43239	0.0	0.0	0.00565	13.37328	0.0	0.00059	0.0	0.0	0.0	0.01521	0.0	0.0	0.0
G80485	0.0	0.43051000000000006	0.0	0.0	0.0	0.0	0.00337	0.0	0.0	0.18838	0.34703	9.67946	0.0	0.07468999999999999	7.5029699999999995	0.01166	0.0	6.215330000000001	0.08016000000000001	0.0	31.47695	7.08988	1.8008	0.0	0.0	0.0	0.59578	20.49794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78550	0.0	0.9349700000000001	0.0	0.0	0.03444	0.0	0.0	0.0	0.0	0.0	0.0	2.7484900000000003	6.37735	0.9782799999999999	2.9438299999999997	0.0	0.0	2.83926	3.4756	0.02164	20.36039	4.92566	0.40495	0.0	0.02251	0.0	1.01179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02265	0.0	0.0	0.0	0.0
G78495	0.0	0.04464	0.0	0.0	0.0035600000000000002	0.0	0.0	0.0006	0.0	0.0	0.0	0.01089	7.071839999999999	0.012459999999999999	0.61865	0.0	0.0	0.66478	10.95705	0.0	21.9651	3.8738699999999997	0.0	0.0	11.06754	0.0	0.0	0.02611	0.0	0.0	0.017519999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G69164	0.0	0.66469	0.0	0.0	0.02153	0.0	0.0	0.0	0.13871	0.01964	0.0	0.17662	1.39275	0.74775	0.69103	0.0	0.0	0.36879	27.065540000000002	0.10543	16.21838	3.91471	0.2586	0.0	2.3823	0.0	0.47698	0.07994	0.0	0.0	0.19552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G80571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1647	72.63807	0.0	0.0	0.38966	0.0	0.12927	0.0	0.0	0.0035	0.00121	0.0	0.01229	0.6594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2759	0.0	0.0	0.0	0.0	0.011909999999999999	2.0571599999999997	0.0	0.0	0.0
G80298	0.0	0.00474	0.0	0.0	0.0	0.0	0.0	2.23202	0.0	0.004370000000000001	1.18577	1.44529	28.03235	0.05981	4.01468	0.0	0.0	0.61766	0.13849	0.71143	3.21795	7.179460000000001	0.26705999999999996	0.0	11.500160000000001	0.0	0.46176000000000006	0.01964	0.0	0.0	0.0	0.0	0.0143	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78676	0.0	0.86515	0.0	0.0	18.817610000000002	0.0	0.0	0.0	0.0	0.0	0.0268	0.10711	0.0	0.0	14.40445	0.0	0.0	0.0	0.00564	0.0	0.0	0.0	0.15584	0.0	0.0	0.0	12.38978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G78876	0.0	0.5513600000000001	0.0	0.0	11.74131	0.0	0.0	0.0	0.0	0.0	0.10430999999999999	1.6852900000000002	0.0	1.15157	7.7805	0.0	0.0	0.25682	0.0	0.0	0.0	0.0	2.4246	0.0	0.0	0.0	1.25719	0.0	0.0	0.0	0.0	0.0	18.72691	0.0	0.0	0.0	0.0	0.06481	0.0	0.0
G80612	0.0	0.24053000000000002	0.0	0.0	3.06236	0.0	0.0	0.0	0.0	0.0	0.08123	0.0	0.0	0.0	2.8494099999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5392899999999999	0.0	0.0	0.0	0.043539999999999995	0.0	0.0	0.0	0.05218	0.0	0.020059999999999998	0.0	0.0	0.0068200000000000005	0.0	0.0	0.0	0.0
